product_id,product_name,category,price,stock_quantity,weight_kg,launch_date,rating,is_available,description
905,Mechanical Keyboard,Electronics,79.44,293,1.953,2021-11-11,4.6,True,Portable mechanical keyboard with adjustable height for content creators.
906,Wireless Mouse,Electronics,34.37,417,1.255,2019-02-01,3.0,True,Noise-Reducing wireless mouse with dimmable brightness for content creators.
907,Phone Case,Accessories,13.51,191,0.507,2019-07-05,3.2,True,Ergonomic phone case with low-latency mode for gaming.
908,Laptop Stand,Accessories,22.63,30,1.887,2020-02-25,3.4,True,Lightweight laptop stand with waterproof coating for gaming.
909,USB-C Cable,Accessories,8.73,43,0.975,2021-02-07,2.9,True,Premium usb-c cable with aluminum finish for students.
910,Mechanical Keyboard,Electronics,76.75,136,1.892,2018-01-30,4.3,True,Premium mechanical keyboard with backlit keys for students.
911,Wireless Mouse,Electronics,28.87,266,2.468,2020-12-24,4.9,True,High-Performance wireless mouse with shock protection for content creators; fast-charging build quality.
912,Webcam HD,Electronics,57.48,418,0.637,2022-01-19,4.3,True,Lightweight webcam hd with aluminum finish for home office.
913,Webcam HD,Electronics,54.58,1,1.169,2022-07-04,4.4,True,Ergonomic webcam hd with USB receiver for gaming.
914,Noise Cancelling Headphones,Electronics,227.05,384,2.047,2022-02-18,3.8,True,Fast-Charging noise cancelling headphones with waterproof coating for content creators.
915,Wireless Mouse,Electronics,34.36,490,2.358,2021-08-12,2.8,True,Durable wireless mouse with USB receiver for daily use.
916,Laptop Stand,Accessories,25.79,204,1.861,2018-11-30,3.6,True,High-Performance laptop stand with backlit keys for content creators; wireless build quality.
917,USB-C Cable,Accessories,11.1,448,1.451,2023-08-29,2.9,True,High-Performance usb-c cable with backlit keys for video calls.
918,Bluetooth Speaker,Electronics,68.76,239,0.462,2023-01-02,4.9,True,High-Performance bluetooth speaker with low-latency mode for students; ergonomic build quality.
919,Mechanical Keyboard,Electronics,79.34,366,0.122,2021-08-30,4.8,True,Portable mechanical keyboard with adjustable height for video calls.
920,Mechanical Keyboard,Electronics,94.46,472,1.36,2023-07-09,3.0,True,Noise-Reducing mechanical keyboard with shock protection for students.
921,External SSD 1TB,Storage,95.63,175,0.974,2022-04-13,4.2,True,Silent external ssd 1tb with dimmable brightness for students; compact build quality.
922,Noise Cancelling Headphones,Electronics,175.25,45,0.884,2024-08-22,4.9,True,Noise-Reducing noise cancelling headphones with backlit keys for daily use; durable build quality.
923,Phone Case,Accessories,15.34,0,0.811,2024-08-13,4.0,False,Lightweight phone case with dimmable brightness for daily use.
924,USB-C Cable,Accessories,10.05,308,1.497,2019-03-13,3.7,True,Silent usb-c cable with waterproof coating for daily use; portable build quality.
925,Laptop Stand,Accessories,24.99,233,0.411,2021-03-06,3.1,True,Fast-Charging laptop stand with USB receiver for daily use; noise-reducing build quality.
926,Mechanical Keyboard,Electronics,83.87,434,1.781,2023-05-14,4.2,True,Wireless mechanical keyboard with waterproof coating for video calls.
927,Phone Case,Accessories,13.01,414,0.866,2020-05-12,4.7,True,Wireless phone case with USB receiver for travel.
928,Phone Case,Accessories,14.09,417,1.665,2019-10-15,5.0,True,Silent phone case with dimmable brightness for daily use.
929,Desk Lamp,Furniture,45.87,387,1.009,2018-10-22,4.0,True,Portable desk lamp with built-in microphone for students.
930,Bluetooth Speaker,Electronics,58.08,67,0.842,2024-07-05,4.7,True,Premium bluetooth speaker with built-in microphone for remote work.
931,External SSD 1TB,Storage,98.03,356,1.232,2019-08-17,3.3,True,Noise-Reducing external ssd 1tb with adjustable height for home office.
932,External SSD 1TB,Storage,96.86,402,2.472,2019-08-28,3.6,True,Lightweight external ssd 1tb with braided nylon for home office; high-performance build quality.
933,USB-C Cable,Accessories,11.32,60,2.452,2021-10-18,4.1,True,Ergonomic usb-c cable with dimmable brightness for students; wireless build quality.
934,Phone Case,Accessories,14.94,352,1.511,2019-12-08,4.2,True,Lightweight phone case with backlit keys for remote work.
935,Phone Case,Accessories,13.98,334,1.141,2018-02-17,3.1,True,Compact phone case with backlit keys for remote work.
936,Bluetooth Speaker,Electronics,55.04,300,1.454,2024-06-03,3.9,True,Noise-Reducing bluetooth speaker with backlit keys for travel.
937,Phone Case,Accessories,14.08,64,0.294,2018-09-18,4.4,True,Silent phone case with braided nylon for content creators.
938,Wireless Mouse,Electronics,29.03,418,1.364,2023-12-12,3.9,True,Silent wireless mouse with aluminum finish for gaming.
939,Laptop Stand,Accessories,28.48,459,0.337,2024-09-19,4.3,True,Premium laptop stand with low-latency mode for remote work.
940,Mechanical Keyboard,Electronics,77.55,294,0.555,2019-10-23,3.0,True,Portable mechanical keyboard with USB receiver for gaming.
941,Bluetooth Speaker,Electronics,56.37,494,1.384,2022-09-29,4.9,True,Fast-Charging bluetooth speaker with USB receiver for students; silent build quality.
942,Noise Cancelling Headphones,Electronics,209.54,227,0.393,2023-07-02,4.3,True,Silent noise cancelling headphones with shock protection for students.
943,Wireless Mouse,Electronics,27.62,96,0.397,2020-05-31,4.9,True,Adjustable wireless mouse with low-latency mode for students.
944,Noise Cancelling Headphones,Electronics,177.7,318,1.084,2024-03-02,3.4,True,Lightweight noise cancelling headphones with braided nylon for content creators.
945,Noise Cancelling Headphones,Electronics,210.58,481,1.752,2024-01-05,3.2,True,Fast-Charging noise cancelling headphones with built-in microphone for students.
946,External SSD 1TB,Storage,115.18,420,1.303,2019-11-03,3.7,True,Ergonomic external ssd 1tb with shock protection for content creators.
947,External SSD 1TB,Storage,101.66,138,0.355,2019-03-27,4.3,True,Lightweight external ssd 1tb with backlit keys for daily use.
948,Webcam HD,Electronics,56.13,398,0.719,2020-07-13,3.4,True,Compact webcam hd with dimmable brightness for students.
949,Mechanical Keyboard,Electronics,97.62,63,0.481,2021-06-09,4.1,True,High-Performance mechanical keyboard with backlit keys for daily use.
950,Noise Cancelling Headphones,Electronics,203.08,311,0.293,2018-07-16,3.2,True,Lightweight noise cancelling headphones with braided nylon for daily use.
951,Bluetooth Speaker,Electronics,60.92,451,2.132,2023-05-08,4.1,True,Portable bluetooth speaker with USB receiver for travel.
952,USB-C Cable,Accessories,9.63,376,0.705,2022-02-25,4.4,True,Wireless usb-c cable with aluminum finish for content creators.
953,USB-C Cable,Accessories,9.81,181,2.006,2023-08-20,3.4,True,Lightweight usb-c cable with low-latency mode for students; compact build quality.
954,Noise Cancelling Headphones,Electronics,194.38,160,2.121,2018-11-22,3.0,True,Wireless noise cancelling headphones with backlit keys for travel.
955,Mechanical Keyboard,Electronics,96.56,283,2.327,2018-02-13,4.9,True,Lightweight mechanical keyboard with low-latency mode for travel.
956,Bluetooth Speaker,Electronics,63.32,346,2.226,2019-05-26,3.7,True,Adjustable bluetooth speaker with adjustable height for home office.
957,Bluetooth Speaker,Electronics,64.48,125,2.486,2023-12-04,4.3,True,Premium bluetooth speaker with aluminum finish for remote work.
958,Bluetooth Speaker,Electronics,67.26,89,0.234,2019-07-01,3.9,True,Premium bluetooth speaker with dimmable brightness for remote work.
959,Webcam HD,Electronics,57.03,173,2.289,2020-10-20,4.6,True,Compact webcam hd with built-in microphone for video calls.
960,Noise Cancelling Headphones,Electronics,182.77,377,1.596,2022-06-01,3.3,True,Portable noise cancelling headphones with low-latency mode for home office.
961,External SSD 1TB,Storage,121.48,29,0.922,2023-03-01,3.5,True,Durable external ssd 1tb with backlit keys for home office; noise-reducing build quality.
962,USB-C Cable,Accessories,9.7,4,0.298,2023-07-09,3.2,True,Silent usb-c cable with low-latency mode for travel.
963,Desk Lamp,Furniture,34.07,393,1.659,2020-07-15,3.8,True,Durable desk lamp with built-in microphone for daily use.
964,USB-C Cable,Accessories,10.1,137,0.316,2022-12-02,4.2,True,High-Performance usb-c cable with braided nylon for travel.
965,Phone Case,Accessories,12.77,452,2.183,2020-03-23,3.0,True,Portable phone case with USB receiver for travel.
966,Webcam HD,Electronics,56.0,82,1.682,2023-05-18,4.9,True,Portable webcam hd with backlit keys for content creators.
967,Desk Lamp,Furniture,43.59,365,0.362,2022-06-26,3.9,True,Noise-Reducing desk lamp with dimmable brightness for travel; compact build quality.
968,Wireless Mouse,Electronics,26.63,176,1.275,2020-08-26,2.9,True,Durable wireless mouse with dimmable brightness for home office.
969,Noise Cancelling Headphones,Electronics,186.92,42,1.914,2020-10-11,4.2,True,Noise-Reducing noise cancelling headphones with low-latency mode for travel; compact build quality.
970,Noise Cancelling Headphones,Electronics,229.64,126,1.683,2022-10-24,3.2,True,Noise-Reducing noise cancelling headphones with backlit keys for travel; adjustable build quality.
971,USB-C Cable,Accessories,9.18,67,1.033,2021-01-26,5.0,True,Ergonomic usb-c cable with dimmable brightness for home office.
972,Mechanical Keyboard,Electronics,99.83,194,1.048,2021-06-09,4.3,True,Wireless mechanical keyboard with adjustable height for daily use.
973,Wireless Mouse,Electronics,30.08,329,0.177,2019-03-27,3.4,True,Portable wireless mouse with shock protection for content creators; premium build quality.
974,USB-C Cable,Accessories,8.61,26,1.668,2021-08-10,3.3,True,High-Performance usb-c cable with built-in microphone for gaming.
975,Noise Cancelling Headphones,Electronics,226.89,186,0.869,2019-04-02,3.0,True,Premium noise cancelling headphones with low-latency mode for travel; noise-reducing build quality.
976,Webcam HD,Electronics,53.63,301,1.346,2022-03-03,3.3,True,Portable webcam hd with adjustable height for content creators; compact build quality.
977,USB-C Cable,Accessories,10.38,308,0.345,2024-07-30,4.9,True,Fast-Charging usb-c cable with adjustable height for students.
978,Mechanical Keyboard,Electronics,78.51,279,1.567,2021-05-19,4.4,True,Wireless mechanical keyboard with low-latency mode for travel; wireless build quality.
979,Phone Case,Accessories,15.22,129,2.234,2024-04-14,4.9,True,Durable phone case with waterproof coating for gaming.
980,Mechanical Keyboard,Electronics,89.53,268,2.332,2023-08-26,4.5,True,Ergonomic mechanical keyboard with aluminum finish for video calls.
981,USB-C Cable,Accessories,9.36,489,1.437,2020-02-19,4.4,True,Lightweight usb-c cable with waterproof coating for gaming; silent build quality.
982,Phone Case,Accessories,15.27,199,1.032,2021-01-17,3.3,True,Premium phone case with braided nylon for students.
983,Wireless Mouse,Electronics,33.4,404,1.306,2023-08-26,4.4,True,Silent wireless mouse with built-in microphone for video calls.
984,Noise Cancelling Headphones,Electronics,212.48,282,0.342,2020-07-06,2.9,True,Wireless noise cancelling headphones with built-in microphone for home office.
985,Noise Cancelling Headphones,Electronics,225.62,138,2.19,2018-07-31,4.2,True,Wireless noise cancelling headphones with adjustable height for gaming; durable build quality.
986,External SSD 1TB,Storage,125.57,166,0.254,2024-02-28,3.4,True,Ergonomic external ssd 1tb with dimmable brightness for video calls; premium build quality.
987,Wireless Mouse,Electronics,32.9,112,1.84,2021-02-19,3.2,True,Premium wireless mouse with low-latency mode for gaming.
988,Phone Case,Accessories,16.99,131,2.182,2024-10-11,4.0,True,High-Performance phone case with adjustable height for daily use; adjustable build quality.
989,Phone Case,Accessories,13.44,118,1.838,2022-11-13,3.6,True,High-Performance phone case with backlit keys for remote work; ergonomic build quality.
990,USB-C Cable,Accessories,9.06,251,2.361,2020-01-09,4.2,True,Premium usb-c cable with built-in microphone for travel.
991,Phone Case,Accessories,15.83,96,0.22,2018-10-23,3.7,True,High-Performance phone case with dimmable brightness for gaming.
992,USB-C Cable,Accessories,10.67,413,0.079,2019-02-13,3.6,True,Premium usb-c cable with backlit keys for home office.
993,Wireless Mouse,Electronics,26.68,394,0.255,2019-08-08,4.9,True,Adjustable wireless mouse with USB receiver for home office.
994,Mechanical Keyboard,Electronics,91.13,418,0.879,2018-12-15,3.2,True,High-Performance mechanical keyboard with aluminum finish for remote work.
995,Noise Cancelling Headphones,Electronics,189.9,79,0.647,2024-02-05,4.3,True,Fast-Charging noise cancelling headphones with low-latency mode for gaming; premium build quality.
996,Mechanical Keyboard,Electronics,91.2,52,1.303,2022-08-29,3.1,True,Wireless mechanical keyboard with USB receiver for students.
997,USB-C Cable,Accessories,9.55,146,0.603,2022-04-25,4.3,True,Noise-Reducing usb-c cable with backlit keys for remote work; compact build quality.
998,Laptop Stand,Accessories,22.0,489,0.74,2018-11-09,4.2,True,Compact laptop stand with shock protection for gaming.
999,External SSD 1TB,Storage,98.48,219,1.35,2024-09-22,3.2,True,Lightweight external ssd 1tb with braided nylon for video calls.
1000,Noise Cancelling Headphones,Electronics,190.89,53,0.714,2023-08-07,4.3,True,Portable noise cancelling headphones with backlit keys for home office.
1001,USB-C Cable,Accessories,10.82,75,0.835,2022-05-19,3.8,True,High-Performance usb-c cable with backlit keys for gaming.
1002,Noise Cancelling Headphones,Electronics,178.67,165,2.487,2020-01-15,4.5,True,Durable noise cancelling headphones with shock protection for remote work.
1003,Phone Case,Accessories,15.45,325,0.867,2020-10-04,3.6,True,Silent phone case with waterproof coating for remote work.
1004,Laptop Stand,Accessories,24.13,297,1.802,2023-11-29,4.1,True,Noise-Reducing laptop stand with adjustable height for gaming; premium build quality.
1005,Laptop Stand,Accessories,28.69,8,0.938,2023-04-26,4.9,True,Compact laptop stand with USB receiver for daily use.
1006,USB-C Cable,Accessories,9.37,73,2.096,2024-03-08,4.9,True,Lightweight usb-c cable with adjustable height for students.
1007,Wireless Mouse,Electronics,32.21,60,2.407,2019-08-10,3.6,True,Premium wireless mouse with dimmable brightness for daily use; compact build quality.
1008,External SSD 1TB,Storage,95.93,428,1.505,2019-10-10,2.9,True,Durable external ssd 1tb with braided nylon for gaming; premium build quality.
1009,External SSD 1TB,Storage,120.91,213,0.417,2020-01-18,3.8,True,Ergonomic external ssd 1tb with low-latency mode for video calls.
1010,Webcam HD,Electronics,49.15,330,1.753,2021-03-20,3.0,True,Premium webcam hd with USB receiver for travel.
1011,Wireless Mouse,Electronics,29.06,216,1.716,2023-02-04,4.0,True,Portable wireless mouse with aluminum finish for video calls.
1012,Phone Case,Accessories,16.93,139,2.434,2023-11-07,3.6,True,Ergonomic phone case with adjustable height for content creators.
1013,Laptop Stand,Accessories,24.18,421,1.878,2024-04-09,4.1,True,Compact laptop stand with waterproof coating for remote work; fast-charging build quality.
1014,Phone Case,Accessories,16.46,84,0.184,2022-03-02,4.2,True,Wireless phone case with built-in microphone for gaming; durable build quality.
1015,External SSD 1TB,Storage,119.19,171,0.119,2021-03-01,3.2,True,Compact external ssd 1tb with backlit keys for students.
1016,Noise Cancelling Headphones,Electronics,181.26,103,1.614,2018-05-13,3.3,True,Compact noise cancelling headphones with aluminum finish for home office.
1017,Desk Lamp,Furniture,34.54,161,0.278,2021-06-18,2.8,True,Durable desk lamp with built-in microphone for content creators.
1018,Webcam HD,Electronics,53.77,371,0.922,2019-06-15,4.3,True,Compact webcam hd with shock protection for content creators.
1019,Bluetooth Speaker,Electronics,52.81,413,1.949,2018-04-08,4.1,True,Lightweight bluetooth speaker with waterproof coating for home office; ergonomic build quality.
1020,Desk Lamp,Furniture,34.94,320,0.279,2020-08-06,4.7,True,Fast-Charging desk lamp with braided nylon for travel.
1021,Bluetooth Speaker,Electronics,60.28,373,1.541,2023-11-14,4.8,True,Durable bluetooth speaker with waterproof coating for travel; durable build quality.
1022,External SSD 1TB,Storage,121.74,220,0.148,2022-05-07,3.3,True,Adjustable external ssd 1tb with aluminum finish for gaming.
1023,External SSD 1TB,Storage,114.21,254,0.289,2018-03-03,3.1,True,Portable external ssd 1tb with low-latency mode for gaming.
1024,Desk Lamp,Furniture,37.76,478,0.774,2018-10-07,3.4,True,Durable desk lamp with shock protection for gaming; noise-reducing build quality.
1025,Desk Lamp,Furniture,37.09,242,2.447,2022-12-16,4.2,True,Ergonomic desk lamp with backlit keys for remote work; portable build quality.
1026,Phone Case,Accessories,14.58,317,2.297,2019-06-13,3.8,True,Silent phone case with aluminum finish for daily use.
1027,Phone Case,Accessories,15.02,134,2.2,2018-06-24,4.2,True,Fast-Charging phone case with USB receiver for students.
1028,Bluetooth Speaker,Electronics,51.13,436,0.308,2022-03-20,3.1,True,Lightweight bluetooth speaker with backlit keys for students.
1029,Desk Lamp,Furniture,42.02,178,1.191,2024-01-01,4.8,True,High-Performance desk lamp with backlit keys for gaming; compact build quality.
1030,Phone Case,Accessories,16.2,102,1.034,2018-09-22,3.5,True,Adjustable phone case with waterproof coating for students.
1031,Desk Lamp,Furniture,35.36,232,0.144,2019-09-30,4.9,True,Ergonomic desk lamp with adjustable height for daily use.
1032,External SSD 1TB,Storage,119.04,31,2.344,2022-01-20,4.5,True,High-Performance external ssd 1tb with adjustable height for home office; premium build quality.
1033,Phone Case,Accessories,13.96,325,0.481,2019-08-04,3.0,True,Lightweight phone case with backlit keys for video calls.
1034,Desk Lamp,Furniture,44.44,268,0.575,2020-11-28,3.2,True,Premium desk lamp with backlit keys for content creators; portable build quality.
1035,USB-C Cable,Accessories,9.09,482,1.077,2023-05-02,4.0,True,Ergonomic usb-c cable with dimmable brightness for daily use.
1036,External SSD 1TB,Storage,106.33,5,1.424,2024-09-11,3.2,True,Noise-Reducing external ssd 1tb with aluminum finish for travel; noise-reducing build quality.
1037,Webcam HD,Electronics,42.7,459,1.174,2019-08-28,3.9,True,Durable webcam hd with backlit keys for content creators; noise-reducing build quality.
1038,Wireless Mouse,Electronics,34.38,482,2.09,2019-05-30,4.2,True,Fast-Charging wireless mouse with aluminum finish for gaming; noise-reducing build quality.
1039,Laptop Stand,Accessories,24.39,279,1.947,2024-09-27,3.6,True,Durable laptop stand with adjustable height for students.
1040,External SSD 1TB,Storage,125.01,189,2.044,2018-03-08,3.5,True,Portable external ssd 1tb with low-latency mode for gaming.
1041,Desk Lamp,Furniture,38.96,180,0.913,2024-01-31,3.7,True,Durable desk lamp with backlit keys for travel.
1042,Webcam HD,Electronics,45.14,304,0.449,2022-11-21,3.6,True,Fast-Charging webcam hd with dimmable brightness for video calls.
1043,Mechanical Keyboard,Electronics,103.36,412,2.101,2019-01-03,4.2,True,Adjustable mechanical keyboard with dimmable brightness for gaming.
1044,External SSD 1TB,Storage,124.09,51,1.602,2023-08-24,4.1,True,Premium external ssd 1tb with built-in microphone for content creators; high-performance build quality.
1045,Bluetooth Speaker,Electronics,57.85,100,2.148,2019-05-25,3.6,True,High-Performance bluetooth speaker with dimmable brightness for content creators; durable build quality.
1046,Laptop Stand,Accessories,25.05,137,2.205,2020-12-19,3.5,True,Lightweight laptop stand with adjustable height for home office.
1047,Phone Case,Accessories,12.89,13,0.426,2022-03-14,4.6,True,Silent phone case with aluminum finish for daily use; adjustable build quality.
1048,Phone Case,Accessories,13.83,498,1.009,2022-05-31,4.6,True,Adjustable phone case with dimmable brightness for travel.
1049,Phone Case,Accessories,17.14,88,1.038,2021-07-27,3.9,True,Lightweight phone case with adjustable height for gaming.
1050,USB-C Cable,Accessories,10.0,323,1.463,2022-05-25,4.7,True,Fast-Charging usb-c cable with built-in microphone for travel.
1051,Laptop Stand,Accessories,21.94,13,1.122,2024-08-27,3.1,True,Adjustable laptop stand with low-latency mode for gaming.
1052,Wireless Mouse,Electronics,32.17,66,2.459,2022-01-06,3.2,True,Fast-Charging wireless mouse with adjustable height for video calls; wireless build quality.
1053,Phone Case,Accessories,16.21,337,0.177,2018-12-06,4.9,True,Fast-Charging phone case with USB receiver for gaming; adjustable build quality.
1054,Mechanical Keyboard,Electronics,79.38,144,0.692,2020-01-10,3.0,True,High-Performance mechanical keyboard with shock protection for students.
1055,Desk Lamp,Furniture,43.53,211,0.23,2018-11-09,3.3,True,Lightweight desk lamp with dimmable brightness for daily use.
1056,Desk Lamp,Furniture,43.69,92,0.782,2020-01-02,4.3,True,Fast-Charging desk lamp with aluminum finish for home office; durable build quality.
1057,Webcam HD,Electronics,49.75,314,1.52,2018-01-21,3.1,True,Noise-Reducing webcam hd with built-in microphone for gaming; premium build quality.
1058,Bluetooth Speaker,Electronics,51.41,262,1.914,2020-06-04,4.7,True,Compact bluetooth speaker with adjustable height for home office; wireless build quality.
1059,Mechanical Keyboard,Electronics,96.14,481,0.36,2021-01-25,3.9,True,Compact mechanical keyboard with shock protection for video calls.
1060,Desk Lamp,Furniture,39.22,484,1.03,2020-03-01,3.4,True,Wireless desk lamp with built-in microphone for content creators; adjustable build quality.
1061,Noise Cancelling Headphones,Electronics,179.93,105,2.387,2023-06-22,3.8,True,High-Performance noise cancelling headphones with dimmable brightness for video calls.
1062,External SSD 1TB,Storage,97.04,196,1.102,2024-05-12,3.6,True,Fast-Charging external ssd 1tb with backlit keys for remote work; premium build quality.
1063,Bluetooth Speaker,Electronics,55.55,209,0.769,2023-12-13,3.6,True,Premium bluetooth speaker with backlit keys for travel.
1064,Phone Case,Accessories,16.3,183,0.651,2020-05-31,4.2,True,Durable phone case with braided nylon for daily use; durable build quality.
1065,Wireless Mouse,Electronics,31.94,109,1.19,2021-08-10,4.8,True,Silent wireless mouse with backlit keys for content creators; wireless build quality.
1066,Bluetooth Speaker,Electronics,54.91,287,0.731,2024-10-25,4.9,True,Fast-Charging bluetooth speaker with backlit keys for content creators.
1067,Phone Case,Accessories,14.17,163,0.535,2018-07-23,4.6,True,High-Performance phone case with USB receiver for video calls.
1068,Mechanical Keyboard,Electronics,88.72,307,0.851,2022-04-18,3.3,True,Premium mechanical keyboard with built-in microphone for home office.
1069,External SSD 1TB,Storage,126.09,466,1.181,2019-06-21,4.7,True,Lightweight external ssd 1tb with USB receiver for home office; premium build quality.
1070,Mechanical Keyboard,Electronics,89.18,424,2.016,2021-05-17,3.4,True,Durable mechanical keyboard with dimmable brightness for gaming.
1071,Webcam HD,Electronics,49.9,24,1.014,2023-02-05,3.9,True,Fast-Charging webcam hd with backlit keys for daily use.
1072,Mechanical Keyboard,Electronics,77.28,24,2.072,2019-07-23,3.0,True,Durable mechanical keyboard with dimmable brightness for students; wireless build quality.
1073,Webcam HD,Electronics,54.73,275,2.474,2018-08-04,3.4,True,Premium webcam hd with backlit keys for home office.
1074,Mechanical Keyboard,Electronics,83.61,352,1.551,2022-04-04,3.4,True,Ergonomic mechanical keyboard with braided nylon for remote work; durable build quality.
1075,USB-C Cable,Accessories,10.75,454,2.133,2022-08-20,4.2,True,Fast-Charging usb-c cable with backlit keys for students.
1076,Desk Lamp,Furniture,45.7,164,1.943,2023-06-01,3.3,True,Portable desk lamp with built-in microphone for gaming.
1077,Laptop Stand,Accessories,26.19,376,2.147,2018-11-16,3.0,True,High-Performance laptop stand with USB receiver for students; wireless build quality.
1078,Desk Lamp,Furniture,43.81,96,1.245,2021-10-26,3.3,True,Adjustable desk lamp with low-latency mode for daily use.
1079,Noise Cancelling Headphones,Electronics,212.5,335,0.427,2023-08-29,3.0,True,Ergonomic noise cancelling headphones with adjustable height for daily use.
1080,Desk Lamp,Furniture,44.4,262,0.547,2022-06-28,3.2,True,Portable desk lamp with dimmable brightness for travel.
1081,External SSD 1TB,Storage,114.89,75,1.179,2019-03-15,4.4,True,Wireless external ssd 1tb with USB receiver for remote work; premium build quality.
1082,Desk Lamp,Furniture,41.93,231,0.912,2019-04-30,4.8,True,Compact desk lamp with shock protection for content creators; lightweight build quality.
1083,Bluetooth Speaker,Electronics,58.75,170,0.18,2021-01-21,3.6,True,Premium bluetooth speaker with dimmable brightness for content creators; wireless build quality.
1084,Phone Case,Accessories,13.54,141,1.347,2023-07-15,3.9,True,Compact phone case with USB receiver for students.
1085,Laptop Stand,Accessories,22.11,458,0.137,2020-12-26,3.3,True,Silent laptop stand with backlit keys for video calls; adjustable build quality.
1086,Phone Case,Accessories,14.5,51,0.589,2021-01-03,3.9,True,Ergonomic phone case with adjustable height for daily use.
1087,External SSD 1TB,Storage,102.99,1,0.281,2023-08-24,4.8,True,Adjustable external ssd 1tb with waterproof coating for video calls.
1088,Laptop Stand,Accessories,22.52,348,0.22,2020-02-07,3.5,True,High-Performance laptop stand with braided nylon for home office.
1089,Phone Case,Accessories,14.24,90,2.437,2018-11-12,3.2,True,Premium phone case with aluminum finish for daily use.
1090,External SSD 1TB,Storage,93.52,447,0.656,2019-03-25,2.9,True,Premium external ssd 1tb with aluminum finish for video calls.
1091,Bluetooth Speaker,Electronics,60.05,386,0.409,2019-01-20,3.0,True,Noise-Reducing bluetooth speaker with shock protection for remote work.
1092,Webcam HD,Electronics,57.34,131,1.675,2020-11-04,3.6,True,Premium webcam hd with shock protection for video calls.
1093,Bluetooth Speaker,Electronics,64.93,438,2.17,2024-09-06,3.9,True,Portable bluetooth speaker with low-latency mode for home office; lightweight build quality.
1094,Laptop Stand,Accessories,26.18,72,0.925,2018-05-07,3.3,True,Noise-Reducing laptop stand with dimmable brightness for daily use; compact build quality.
1095,Laptop Stand,Accessories,28.14,193,1.615,2021-01-26,4.7,True,Fast-Charging laptop stand with low-latency mode for remote work.
1096,Bluetooth Speaker,Electronics,54.14,466,1.714,2021-09-18,3.7,True,Lightweight bluetooth speaker with built-in microphone for video calls; adjustable build quality.
1097,Bluetooth Speaker,Electronics,63.62,427,1.55,2022-11-11,4.5,True,Adjustable bluetooth speaker with shock protection for video calls; premium build quality.
1098,Desk Lamp,Furniture,45.12,75,1.192,2019-09-08,4.0,True,Portable desk lamp with aluminum finish for travel; portable build quality.
1099,Mechanical Keyboard,Electronics,98.08,7,1.162,2020-06-09,3.4,True,Adjustable mechanical keyboard with backlit keys for home office.
1100,Wireless Mouse,Electronics,29.36,338,2.094,2018-07-24,3.4,True,Durable wireless mouse with built-in microphone for travel.
1101,Noise Cancelling Headphones,Electronics,178.55,375,0.532,2024-07-25,4.8,True,Portable noise cancelling headphones with adjustable height for home office.
1102,Webcam HD,Electronics,46.22,347,1.611,2022-09-27,3.7,True,Compact webcam hd with built-in microphone for video calls.
1103,USB-C Cable,Accessories,10.18,347,2.196,2024-06-26,3.1,True,Wireless usb-c cable with built-in microphone for travel.
1104,Laptop Stand,Accessories,23.5,43,0.778,2023-03-04,4.0,True,Lightweight laptop stand with dimmable brightness for gaming; high-performance build quality.
1105,Webcam HD,Electronics,50.05,350,1.796,2023-04-03,3.6,True,High-Performance webcam hd with dimmable brightness for content creators.
1106,Bluetooth Speaker,Electronics,51.47,392,1.081,2019-07-30,4.2,True,Portable bluetooth speaker with adjustable height for daily use; silent build quality.
1107,External SSD 1TB,Storage,122.46,27,1.901,2022-05-28,3.1,True,Fast-Charging external ssd 1tb with USB receiver for remote work.
1108,Bluetooth Speaker,Electronics,59.27,27,0.257,2021-01-11,4.6,True,Fast-Charging bluetooth speaker with backlit keys for daily use.
1109,Noise Cancelling Headphones,Electronics,203.92,353,0.862,2018-09-07,3.1,True,Adjustable noise cancelling headphones with low-latency mode for home office.
1110,Bluetooth Speaker,Electronics,53.59,379,2.42,2019-07-13,3.3,True,Fast-Charging bluetooth speaker with braided nylon for video calls.
1111,Wireless Mouse,Electronics,32.74,319,1.735,2019-04-15,2.9,True,Ergonomic wireless mouse with aluminum finish for gaming.
1112,Laptop Stand,Accessories,22.77,242,0.11,2023-09-03,3.8,True,Premium laptop stand with backlit keys for video calls.
1113,USB-C Cable,Accessories,10.95,430,2.127,2020-12-02,4.6,True,Fast-Charging usb-c cable with waterproof coating for gaming.
1114,Wireless Mouse,Electronics,27.15,419,1.874,2020-09-12,3.2,True,Noise-Reducing wireless mouse with low-latency mode for students.
1115,Noise Cancelling Headphones,Electronics,187.36,51,2.4,2023-07-13,3.6,True,Portable noise cancelling headphones with dimmable brightness for content creators.
1116,Mechanical Keyboard,Electronics,89.02,416,1.091,2018-04-25,3.4,True,Compact mechanical keyboard with aluminum finish for content creators; portable build quality.
1117,Wireless Mouse,Electronics,31.3,457,1.66,2022-12-26,2.9,True,Durable wireless mouse with braided nylon for remote work.
1118,Desk Lamp,Furniture,37.31,81,0.926,2023-08-24,3.3,True,Noise-Reducing desk lamp with low-latency mode for content creators.
1119,USB-C Cable,Accessories,10.46,180,1.657,2024-04-25,3.5,True,Noise-Reducing usb-c cable with braided nylon for video calls.
